title	originalTitle	sortingTitle	summary	platformList	criticsScore	developers	genres	publishers	releaseDate	originalReleaseDate	themes	gameMins	tags	dlcs	isHidden	osCompatibility	backgroundImage	squareIcon	verticalCover
GOD EATER 2 Rage Burst	GOD EATER 2 Rage Burst	GOD EATER 2 Rage Burst	"God Eater 2 Rage Burst is an enhanced version of God Eater 2, adding new features and elements to the game. A new chapter titled ""Rage Burst"" is added to the story, featuring content separated into six difficulty levels within the main quests. Rage Burst introduces a new game mechanism known as ""Blood Rage"", which involves filling an Awakening Gauge by attacking enemies, and then making a pledge to the God Arc once it activates, granting various buffs to the player.\n\nTemporary invincibility can be toggled during the pledge selection process, at the expense of draining the Awakening gauge. The game also introduces new characters, enemies and weapon types."	['Humble Bundle', 'Steam']	76	['Bandai Namco Studios', 'Shift']	"[""Hack and slash/Beat 'em up"", 'Role-playing (RPG)']"	['Bandai Namco Entertainment America', 'Bandai Namco Entertainment Europe', 'Bandai Namco Holdings']	2015-02-19	2015-02-19	['Action', 'Fantasy', 'Science fiction']		Key		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/d6581a983a9ff94fa7f2860a4fdd4b5bf38a33311042d6798af9a0ecc23fc306_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/b49f83537d6cfa19c8aa7cd04bb839688f9165de19697c398d5ef7a7b5148216_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/8b81422e78959c0b23ce76c0e964089ac0f156a86177adcbcc3541ba294178af_glx_vertical_cover.webp?namespace=gamesdb
GOD EATER RESURRECTION	GOD EATER RESURRECTION	GOD EATER RESURRECTION	"God Eater Resurrection is an upcoming action roleplaying game and a remake of the 2010 game God Eater Burst, which in turn was an enhanced version of the original God Eater game. The game will feature further balancing and new gameplay elements. All elements from God Eater 2 and God Eater 2 Rage Burst will be featured, and an all new ""Predator Style"" will be added. It will also add another story that will tie the stories of God Eater Burst and God Eater 2."	['Steam']	72	['Bandai Namco Studios', 'Shift']	"[""Hack and slash/Beat 'em up"", 'Role-playing (RPG)']"	['Bandai Namco Entertainment', 'Bandai Namco Entertainment America', 'Bandai Namco Entertainment Europe', 'Bandai Namco Holdings']	2015-10-29	2015-10-29	['Action', 'Fantasy', 'Science fiction']				False	['Windows']	https://images.gog.com/70ec27bee112e2c59d84bd7662dad6dcb16b028f9133f7d170ab0c82ff6b40bb_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/c907b798cded2e273d62a6f6aa4c62fbe81268fc9b8d4eae3d06ca615a8e55ea_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/c907b798cded2e273d62a6f6aa4c62fbe81268fc9b8d4eae3d06ca615a8e55ea_glx_vertical_cover.webp?namespace=gamesdb
God of War	God of War	God of War	God of War is the sequel to God of War III as well as a continuation of the canon God of War chronology. Unlike previous installments, this game focuses on Norse mythology and follows an older and more seasoned Kratos and his son Atreus in the years since the third game. It is in this harsh, unforgiving world that he must fight to survive… and teach his son to do the same.	['PlayStation Network']	96	['SIE Santa Monica Studio']	"['Adventure', ""Hack and slash/Beat 'em up""]"	['Sony Interactive Entertainment']	2018-04-20	2018-04-20	['Action', 'Fantasy', 'Historical']		Played		False		https://images.gog.com/544a2c4b4638428f42a2e75c38b68009cb3a700c5500fed0e8e8b4b92ef8cc3d_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/756c3c07a9075127154b49af7a8ef6e8e84720d1213b517836dd0a44ffe963ab_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/3167d0c3fa76797c801820186cd8098392d2c7e930c551d96623dff19919c9c5_glx_vertical_cover.webp?namespace=gamesdb
Godfall	Godfall	Godfall	Godfall is a third-person fantasy looter-slasher focused on melee combat, coming to PlayStation 5 & Epic Games Store Holiday 2020. Developed by Counterplay Games & published by Gearbox Publishing.	['Epic Games Store']	68	['Counterplay Games']	['Adventure', 'Role-playing (RPG)']	['Gearbox Publishing']	2020-11-12	2020-11-12	['Action', 'Fantasy']				False	['Windows']	https://images.gog.com/084194adb6e652ac077a20f3f658cecbeea510915a1462e56b7f0846fa1be332_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/e6ada1f3978e87bd160d254901505285d8a049c7e17a2562be6fe1d974582c81_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/b506bdfa1854a5bcbb2ba2af98e7371ef99ec596109e8f30b14b578768a579c1_glx_vertical_cover.webp?namespace=gamesdb
God's Trigger	God's Trigger	Gods Trigger	"""God’s Trigger is a fast paced, top-down, 3D action slasher where you, as a former army veteran and now a priest, begin your crusade against the evil of our times - gangs, drugs, human trafficking. You’re filled with God’s will to purify the world from its depravity. You are the hand of God and there will be no mercy for sinners!\n\nThe main and most unique gameplay mechanics in God’s Trigger is called Divine Focus and gives the player the ability to avoid bullets and tactically plan his attacks. The time is running normally for as long as the player keeps moving. As soon as Zoran stops though, the time slows down too. This allows the player to actually see bullets coming his way and in result avoid them. Even though the player can activate and deactivate Divine Focus whenever he wants, the ability has its limits. To refill its resource, the player needs to kill at least one enemy, without Divine Focus being activated.\n\nAnother feature important for how the gameplay evolves is a One Mistake rule which is really simple in its assumptions. Each hit is fatal for the main protagonist and means the game is over for the player.\n\nThe main reason behind introducing those two mechanics to the game, was to give players the opportunity to experience the joy of a pure, hardcore gameplay, with no place for mistakes. But in the same time, to give them a lot of freedom in clearing up the level and deciding how their play through will look like."""	['Epic Games Store']	90	['One More Level']	"[""Hack and slash/Beat 'em up"", 'Indie', 'Puzzle', 'Shooter']"	['Techland Publishing']	2019-04-18	2019-04-18	['Action', 'Fantasy']				False	['Windows']	https://images.gog.com/90f489c70ed6ffe9f1052df82b65f2b29aca0a37f13f9060ef377dc8d546e553_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/295d8b2d40004499bc033ebb0270d06494e28eade9c2325dddfb88b6f611aba5_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/f07da1c2b7d2a4901aac879a646b360c049119ec6744131dde846dd754194bbe_glx_vertical_cover.webp?namespace=gamesdb
Gods Will Fall	Gods Will Fall	Gods Will Fall	The gods’ torturous rule over humanity has lasted for millennia. Bent on cruelty and suffering, they demand to be served with blind worship through an oath of fealty pledged from every man, woman and child. To those who don't submit to the gods’ will; a slow and merciless death awaits.	['Epic Games Store']	70	['Clever Beans']	"['Adventure', 'Fighting', ""Hack and slash/Beat 'em up""]"	['Deep Silver', 'Koch Media']	2021-01-28	2021-01-28	['Action', 'Fantasy']				False	['Windows']	https://images.gog.com/8cc5b4be27fd5e9aeb6948af76eabb03693254d98e8827f4e7ca2db39f3a1d3a_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/1c57c2e1950c52b69cbc3e357487278e029b66ffb4d75f234a3efa8f4d705c0f_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/8deede4ffd21d80b2eb2c065285be6f8b002b6fa103cfbc8ce75085c972520b3_glx_vertical_cover.webp?namespace=gamesdb
Going Under	Going Under	Going Under	Going Under is a satirical dungeon crawler about exploring the cursed ruins of failed tech startups. As an unpaid intern in the dystopian city of Neo-Cascadia, you’ll wield office junk as weaponry as you make your way through the offbeat procedural dungeons beneath your company campus.	['Xbox Live']	78	['Aggro Crab Games']	"['Fighting', ""Hack and slash/Beat 'em up"", 'Indie']"	['Team17']	2020-09-24	2020-09-24	['Action', 'Comedy']				False	['Windows']	https://images.gog.com/1ec9ea8bcc7ea0ac99a2c7ab4979042bae43ed767491933e9a81cd090fc54b2e_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/5062a2d9e265e38b5ce8115a1ec718274e2aa318f23a53acf71961247a24b712_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/848a1b327c3d88214dd2086523c7086af001b3c1fbd54f217dcd13c57a611c3f_glx_vertical_cover.webp?namespace=gamesdb
Golazo! Soccer League	Golazo! Soccer League	Golazo Soccer League	Football is all about fun and teamwork. It doesn’t matter if you’re on the field or play it on console sitting with your friends on the couch. Golazo boldly recalls the glory days of the arcade soccer games, bringing back memories of cult classics we all know. With its vintage, not-too-serious, artistic and creative modern approach to classic gameplay, Golazo is certainly a perfect game for people who are weary of football managers or complicated hard-core simulators. You just grab your pad, sit on the couch and play!\n\nGolazo is a dynamic 2.5D arcade football game with a medium sized fields, no fouls and offsides whistled. Just pure fun! Mastering the game is incredibly easy during the fun and furious 7vs7 matches. With its local multiplayer modes and crazy vintage approach, Golazo is the ideal choice for Couch & Party gamers!	['Amazon']		['Purple Tree Games', 'Purple Tree Studio']	['Arcade', 'Sport']	['Klabater']	2019-09-11	2019-09-11	['Action']				False	['Windows']	https://images.gog.com/b302c4cc1decc4ff06962bfe9dc00b64e439d72a4a27f3a27321c27c65f17409_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/8ca7efbbcddcb72ca4fe0218e9181af01717a9f582d99a9901f2e5125ee9f61b_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/b8cd2741ca0ff5afbacdf458778d171573cd0aeab68d1c52bae834762fce860e_glx_vertical_cover.webp?namespace=gamesdb
Golden Axed: A Cancelled Prototype	Golden Axed: A Cancelled Prototype	Golden Axed A Cancelled Prototype	A one-level vertical slice created as proof of concept for a reboot of the Golden Axe series, released eight years after its creation by the now-defunct SEGA Studios Australia.	['Steam']		['Sega', 'Sega Studios Australia', 'The Eccentric Ape']	"['Arcade', ""Hack and slash/Beat 'em up""]"	['Sega']	2020-10-18	2020-10-18	['Action', 'Fantasy']				False	['Windows']	https://images.gog.com/e867e081bacd3614763856e834b98629f826bc39e036363b7e2181dcfa0feb14_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/3573d9468058bc5806d4fff70ffe80f95dc0febea3d3294025fa9e8b90dde660_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/3573d9468058bc5806d4fff70ffe80f95dc0febea3d3294025fa9e8b90dde660_glx_vertical_cover.webp?namespace=gamesdb
The Golf Club 2019 featuring PGA TOUR	The Golf Club 2019 featuring PGA TOUR	Golf Club 2019 featuring PGA TOUR	The Golf Club 2019 geaturing the PGA Tour is the sequel to the highly rated The Golf Club 2 and comes with a whole host of new and improved content and features across all aspects of the game, from a restructured Career mode experience, sponsors who challenge you and set you goals for a chance to earn rewards from licensed brand Under Armour. An improved character editor, new and improved online and solo societies, new game modes such as Skins and alt-shot as well as much, much more!	['Steam']	69	['HB Studios']	['Indie', 'Simulator', 'Sport', 'Strategy']	['2K Games']	2018-08-28	2018-08-28					False	['Windows']	https://images.gog.com/b1ff9b87a20bbb59639ab76a6fe0145c10eb8f6bcb984326d39002d0a4468fe6_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/720ac36417f8cc89c0cc7b6592dcdd6b2e4bc62abba11d21884543e20ffdc1cb_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/c6b9e512a3f089cfec50230283daa781ef5f43bac9938051ce472d063fe637d6_glx_vertical_cover.webp?namespace=gamesdb
The Golf Club 2019 (Steam)	The Golf Club 2019 (Steam)	Golf Club 2019 Steam	The Golf Club is a visually stunning golf simulation that features procedurally generated courses, a fully featured course editor, asynchronous online play and outstanding gameplay. Create and share courses with your friends and compete with both friends and rivals in this fresh take on golf.	['Humble Bundle']	68	['HB Studios']	['Simulator', 'Sport']	['HB Studios', 'Maximum Games']	2014-08-19	2014-08-19			Key		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/8817387f4502770cd69077e2bdc8cb1dbd137ddca67179fef2a795373d6028f1_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/e251e325e4db37616ee0a4bb76f0fe35661a3699945ef63dafb630ef22d13928_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/d2d9ec3339689f23da1a56cd364c2fc39fea4c420431b8276f430a5be6f41e03_glx_vertical_cover.webp?namespace=gamesdb
Golf With Your Friends	Golf With Your Friends	Golf With Your Friends	Why have friends if not to play golf... with your friends! Nothing is out of bounds as you take on courses filled with fast paced, exciting, simultaneous mini golf for up to 12 players!	['Xbox Live']	72	['Blacklight Interactive']	['Indie', 'Simulator', 'Sport', 'Strategy']	['Blacklight Interactive', 'Team17']	2016-01-29	2016-01-29	['Kids', 'Party']				False	['Windows']	https://images.gog.com/f4ef227f743a6287233d61bdc44c6d022105781d1434f2aa820470e8e16f087c_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/ff66dd2c7cd706c13e549ddc92c5c7d7ccf77532ff9601bdb67d46598f3a8204_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/6e14d1b87e1b9ae4f6d6782ef4785840cbc259f85175e467ffae1ad15e125207_glx_vertical_cover.webp?namespace=gamesdb
Gone Home	Gone Home	Gone Home	A first-person exploratory game taking place in 1995 in which Katie, a university student back from Europe, arrives at her family's newly inherited mansion only to find nobody there, with a note from her younger sister Sam suggesting that she's left home. Katie must explore the mansion to put together the stories of where her parents have gone and why Sam has decided to leave.	['Epic Games Store']	74	['Fullbright']	['Adventure', 'Indie', 'Point-and-click']	['Annapurna Interactive', 'Fullbright', 'Midnight City']	2013-08-15	2013-08-15	['Drama', 'Mystery']				False	['macOS', 'Windows']	https://images.gog.com/7dc7c23da8d65a5c0b6aae0fc0b699d505a2d13fd65af8e3f5a1afe20d210c7d_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/1a4656c333fca1027f9834666fed482b19cb5eee44cfa6724454a11053c74ca7_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/4f8518e7ca0c365b7c5dcf4ff2cb2e8d0161513a00b7322d1f00b222f95316df_glx_vertical_cover.webp?namespace=gamesdb
GoNNER	GoNNER	GoNNER	"""GoNNER is a tough as hell procedurally-generated 2D platformer with roguelike elements, following the largely misunderstood and altruistic Ikk on a journey to cheer up his only friend in this world—a giant landbound whale named Sally—by searching for just the right trinket in the deep and dark places nearby.\n\nWith Death as his mentor, supplying both a multitude of abilities and arsenal for Ikk to use, Ikk traverses an ever-changing land full of unwieldy creatures who don’t appreciate his trespassing or his friend Sally. Several different environments, arduous bosses, hidden secrets, multiple endings, and more await Ikk on his journey to make one person happy even if it kills him—which it certainly will."""	['Epic Games Store']	83	['Art in Heart']	['Adventure', 'Arcade', 'Indie', 'Platform', 'Shooter']	['Raw Fury', 'Raw Fury Games']	2016-10-12	2016-10-12	['Action']				False	['Windows']	https://images.gog.com/bb8e8dce1e0d3c25ee3fb647caf51f34ea3cea51aa9cc5a7aca9ddaab0993259_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/9117e01279bcbee7aece91e4c18931c11946637b33bb7d0f52f325869f52e258_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/bb9727750a4f5ac07d0c344768c4bc89f7d61dc4a9ce1bcf8e4c51d9c2d7a99e_glx_vertical_cover.webp?namespace=gamesdb
The Good Life	The Good Life	Good Life	The Good Life, a Tropical Paradise Simulation, is a game that captures the spirit of a laid-back lifestyle in a visually stunning 3D tropical environment. Travel around with an impressive array of luxury vessels, while managing tourist campaigns and real estate business and completing missions on your way to becoming the area's top tycoon.	['Xbox Live']	79	['immersionFX']	['Adventure', 'Indie', 'Role-playing (RPG)', 'Simulator']	['Iceberg Interactive']	2012-11-02	2012-11-02	['Action']				False	['Windows']	https://images.gog.com/bf3e086069a7f5618e257382e85147ca69d4a80b76d99f64653089577a0b7ccc_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/c956d4fdbdea660bee08df972fdf4b52803f4753595118fa9d1f9068087af63c_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/161d093e33e02a5fb2a1f0676689a0a02ff383f928787b1da27865162ac03aa2_glx_vertical_cover.webp?namespace=gamesdb
Gorogoa	Gorogoa	Gorogoa	Gorogoa is a beautiful hand-drawn story suspended inside a completely unique puzzle. Arrange and combine lavishly illustrated panels, each one a separate interactive window into a living game world.	['Xbox Live']	82	['Jason Roberts']	['Adventure', 'Indie', 'Puzzle', 'Simulator']	['Annapurna Interactive']	2017-12-13	2017-12-13	['Fantasy']				False	['Windows']	https://images.gog.com/21402b34d368aa12d0122b1dffe83858010a0c6fdedda80e21a370ef21126f55_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/49bb600ef206fbc3d56a891599f38aee41da0ae2d4118d118fb749dcef7c1e91_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/cada5b09549ce7c1248b2882717405af22d5fc320999f02ab079cd0c6330c24f_glx_vertical_cover.webp?namespace=gamesdb
Gothic Playable Teaser	Gothic Playable Teaser	Gothic Playable Teaser	Gothic is a single-player action role-playing video game for Windows developed by the German company Piranha Bytes. It was first released in Germany on March 15, 2001, followed by the English North American release eight months later on November 23, 2001, and the Polish release on March 28, 2002.\n\nGothic has been well received by critics, scoring an average of 80% and 81/100 on Game Rankings' and Metacritic's aggregates, respectively. Reviewers credited the game for its story, complex interaction with other in-game characters, and graphics, but criticized it for the difficult control scheme and high system requirements.	['Steam']	78	['Piranha Bytes']	['Adventure', 'Role-playing (RPG)']	['Egmont Interactive', 'JoWooD Entertainment AG', 'Nordic Games Publishing', 'Xicat Interactive']	2001-03-15	2001-03-15	['Action', 'Fantasy', 'Historical', 'Open world', 'Stealth']				False	['Windows']	https://images.gog.com/cb333f23c83e51585af1fb80019f97955c5b56cda941e16f992b5175c962d830_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/040eefa59c0a08d000f15ec965dc264a8336371d19516dd0db6fbaf3a1b2011c_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/040eefa59c0a08d000f15ec965dc264a8336371d19516dd0db6fbaf3a1b2011c_glx_vertical_cover.webp?namespace=gamesdb
Grand Theft Auto V	Grand Theft Auto V	Grand Theft Auto 5	Grand Theft Auto V is a vast open world game set in Los Santos, a sprawling sun-soaked metropolis struggling to stay afloat in an era of economic uncertainty and cheap reality TV. The game blends storytelling and gameplay in new ways as players repeatedly jump in and out of the lives of the game’s three lead characters, playing all sides of the game’s interwoven story.	['Epic Games Store']	88	['Rockstar North']	['Adventure', 'Shooter']	['Rockstar Games', 'Take-Two Interactive']	2013-09-17	2013-09-17	['Action', 'Comedy', 'Open world', 'Sandbox']				False	['Windows']	https://images.gog.com/79b33f20eeb88783a4bdcafd659e07f0cb8f21ad7fe075c609c00bb1f0c0a7d2_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/d60b6efc6e687d66821c52d8b31c3b60cfb30d83d3e32f5c2c94ab108a65f13f_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/2d5277bd1949774a1b79e18157c84817968c4d6893ccda316a6e503e84799eab_glx_vertical_cover.webp?namespace=gamesdb
Grand Theft Auto: San Andreas	Grand Theft Auto: San Andreas	Grand Theft Auto San Andreas	Returning after his mother's murder to the semi-fictional city of Los Santos (based on Los Angeles), Carl Johnson, a former gang banger, must take back the streets for his family and friends by gaining respect and once again gaining control over the streets. However, a story filled with crime, lies and corruption will lead him to trudge the entire state of San Andreas (based on California and Nevada) to rebuild his life.	['Rockstar Games Launcher']	93	['Rockstar North']	['Adventure', 'Racing', 'Shooter']	['Rockstar Games', 'Take-Two Interactive']	2004-10-26	2004-10-26	['Action', 'Non-fiction', 'Open world']				False	['macOS', 'Windows']	https://images.gog.com/70378ba655778385af59e050f52a057937d72088e8129ab58c2a604235fe417c_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/790b460d661fb3de33be8a171361d0acf34ce914314c7f7a1e8d6c5d52819d99_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/3a9359af2757aed0c4a132b9e3c804a82493c56fe381b3d1d6b926dce22812fc_glx_vertical_cover.webp?namespace=gamesdb
Grand Theft Auto: San Andreas – The Definitive Edition	Grand Theft Auto: San Andreas – The Definitive Edition	Grand Theft Auto San Andreas The Definitive Edition	Three iconic cities, three epic stories.\n\nPlay the genre-defining classics of the original Grand Theft Auto Trilogy: Grand Theft Auto III, Grand Theft Auto: Vice City, and Grand Theft Auto: San Andreas updated for a new generation, now with across-the-board enhancements including brilliant new lighting and environmental upgrades, with high-resolution textures, increased draw distances, Grand Theft Auto V-style controls and targeting, and much more, bringing these beloved worlds to life with all new levels of detail.	['Xbox Live']	47	['Grove Street Games']	['Adventure', 'Racing', 'Role-playing (RPG)', 'Shooter', 'Simulator']	['Rockstar Games']	2021-11-11	2021-11-11	['Action', 'Business', 'Open world', 'Sandbox']				False		https://images.gog.com/30ec381eeb9377a242589f2cdd146d9e2b05aa5740345e901c035819023551bb_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/e35e16da361004f77158245f1677ea43427b2341cee2a23dadc8aae4f7a6bf28_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/8c438c0436e68cb91b6a813c91deaa133ac8ae4856d5362770f22e4ea204dca4_glx_vertical_cover.webp?namespace=gamesdb
Gravewood High - Alpha 2 Free Demo	Gravewood High - Alpha 2 Free Demo	Gravewood High Alpha 2 Free Demo	An infinitely replayable stealth horror game set in high school - with destructible environments, randomized level layouts and a smart opponent that develops new abilities the more you play.	['Epic Games Store']		['EvilCoGames']	['Adventure', 'Indie']	['HeroCraft PC']	2022-04-03	2022-04-03	['Action']				False	['Windows']	https://images.gog.com/77f62db3cf133587357795800cb117d8e6ac9c790f4940586b4287dd1644539a_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/884befe44d11613cd1200c4128f60d1ecd8fd121a3624f629a3adf8eb6ddde5e_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/35b5628292f545e7ca27f7a0f02942d7a9f2571f1dc3c98a31cdc5abbb709be8_glx_vertical_cover.webp?namespace=gamesdb
Gravity Wars	Gravity Wars	Gravity Wars	Gravity Wars Is An 90s Arcade Game.\n\nTry to survive in the chaos of this hardcore geometric battleground, customize entirely the scenario you want with up to 12 arenas available, and see which of you or your friends can survive the longest. Nearest enemies will be attracted to you.\n\nYou will need reflexes and focus to avoid every particles displayed in the screen. Other players will try to kill you by any mean to be the last one standing.\n\nYou can entirely customize the number of entities. Set this number at your own risk.\nKey Features :\n * Playable Up to 4 Players Using Gamepads.\n * Access to 2 superpowers : a turbo and a shockwave\n *12 arenas available\n * Customize entirely your game\n * Amazing music made by Réno\n * Full Controller Support except from the launcher to select your screen resolution and fullscreen mode.	['Steam']		['Black Potion']	['Arcade', 'Indie']	['Black Potion']	2018-11-15	2018-11-15	['Action']				False	['Linux', 'macOS', 'Windows']	https://images.gog.com/518afac9cbc4ec2dc3ed69384ba0b4aed7ddac26d910aabb38e93a1738158a9e_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/28fa58d335a1cf1aa552ac29fc979652bddd04aea89a9053997b0c6cc3257365_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/28fa58d335a1cf1aa552ac29fc979652bddd04aea89a9053997b0c6cc3257365_glx_vertical_cover.webp?namespace=gamesdb
GreedFall - Windows 10	GreedFall - Windows 10	GreedFall Windows 10	Explore a fresh new world as you set foot - alongside many other settlers, mercenaries and treasure hunters - on a remote island seeping with magic, rumored to be filled with riches and lost secrets.\n\nGreedFall aims for a very unique visual identity, inspired by Baroque art from 17th Century Europe, depicting grandiose sceneries in muted warm colors and dark undertones.\n\nA grand journey filled with mystery follows, as you find yourself in the middle of ever-increasing tensions between the invading settlers and the locals, protected by supernatural beings, manifestation of the island's earthly magic.\n\nWith a strong focus on its core RPG identity, GreedFall follows Spiders’ experience in building intricate worlds filled with mysteries to discover, weaving deep character interactions, and offering players great freedom to achieve quests and objectives in a multitude of different ways – through combat of course, but also through diplomacy, deception or stealth.	['Xbox Live']	71	['Spiders']	['Adventure', 'Role-playing (RPG)', 'Strategy']	['Focus Home Interactive']	2019-09-09	2019-09-09	['Action', 'Fantasy', 'Mystery']				False	['Windows']	https://images.gog.com/3f4c1de3439c1f2eb2e1cdcce031b0f5463a0529de4cd649e96744a3c5c75d06_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/7321561c7697f23b402e867c1bfb8229b5ae23b6a621409424cfa7c06884bc5b_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/fd8c2f0c2b0eca9df7bc54af517775b7fb5946f98738e45a59b553781c4709d1_glx_vertical_cover.webp?namespace=gamesdb
Gremlins, Inc.	Gremlins, Inc.	Gremlins Inc	Gremlins, Inc. is an intense strategy board game in a steampunk world of corrupt capitalist gremlins who compete for money, political power and prestige. Steal resources, extort bribes, manipulate elections, arrest other players and send them telegrams of misfortune… Unleash your inner gremlin!	['Humble Bundle', 'Steam']	80	['Alexey Bokulev', 'Charlie Oscar Lima Tango Interactive Entertainment', 'Sergei Klimov']	['Indie', 'Strategy', 'Turn-based strategy (TBS)']	['Yukitama Creative Industries']	2016-03-11	2016-03-11	['Party']				False	['Linux', 'macOS', 'Windows']	https://images.gog.com/2e8f9479ac2ca78e7ba964088aa765774f95f6be8772189370a25f99beef726b_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/7c27542176ffc14bda59bfd0ef8d38429bdcd94eaa179570d85426bbf0b86f5d_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/8529f049fea68008c959dca008ca277b24445c324437bba8bc4196e436739a1a_glx_vertical_cover.webp?namespace=gamesdb
Gremlins vs Automatons	Gremlins vs Automatons	Gremlins vs Automatons	Gremlins vs Automatons	['Steam']					2022-04-03	2022-04-03					False	['macOS', 'Windows']			
Grey Goo	Grey Goo	Grey Goo	Grey Goo is a real-time strategy game features three factions -- the Beta, Humans and Goo -- each with its own style, strategies and epic units (very powerful, rare combatants that tower over the battlefield). The game features a single-player campaign and competitive multiplayer options. Both single and multiplayer modes require planning and intelligent decision making to capitalize on the build tree system and multiple tech upgrades available.	['Steam']	83	['Petroglyph Games']	['Real Time Strategy (RTS)', 'Strategy']	['Grey Box', 'Ikaron']	2015-01-23	2015-01-23	['Science fiction', 'Warfare']			['Grey Goo - Emergence Campaign', 'Grey Goo - Soundtrack']	False	['Windows']	https://images.gog.com/7929c52d132e09eacca8a14ce043e2b8e2a9e9952354add874c1a4e3afd70ce1_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/bf2d62cb2b09740b7a0c9551e8423f22de00cc944c148289047c032c83a8a21b_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/f41442900577cfdb1ebdd0ff947e9cda3c16025de6d840753b9fdffdfd986fcb_glx_vertical_cover.webp?namespace=gamesdb
Grey Goo Definitive Edition	Grey Goo Definitive Edition	Grey Goo Definitive Edition		['Humble Bundle']		['Petroglyph Games']	['Real Time Strategy (RTS)', 'Strategy']		2015-01-23	2015-01-23	['Science fiction', 'Warfare']		Key		False	['Linux', 'macOS', 'Windows']		https://images.gog.com/056b06122157930f5a16f5be2946a9a8823802b6f7ee2555a8575bfcbbfa86e3_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/056b06122157930f5a16f5be2946a9a8823802b6f7ee2555a8575bfcbbfa86e3_glx_vertical_cover.webp?namespace=gamesdb
